"∞¸√¯º“","∞¸√¯¿œΩ√","«•√˛ºˆø¬(°…)","«•√˛ ø∞∫–(psu)","«•√˛ DO(mg/L)","«•√˛ºˆΩ…(m)","¡ﬂ√Êºˆø¬(°…)","¡ﬂ√Êø∞∫–(psu)","¡ﬂ√ÊDO(mg/L)","¡ﬂ√˛ºˆΩ…(m)","¿˙√˛ºˆø¬(°…)","¿˙√˛ ø∞∫–(psu)","¿˙√˛ DO(mg/L)","¿˙√˛ºˆΩ…(m)"
∞≠∏™(bgna3),"2015-04-19 04:00",7.4,,,5,7.2,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-19 04:30",7.4,,,5,7.2,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-19 05:00",7.4,,,5,7.2,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-19 05:30",7.4,,,5,7.2,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-19 06:00",7.4,,,5,7.1,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-19 06:30",7.4,,,5,7.1,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 07:00",7.4,,,5,7.1,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-19 07:30",7.4,,,5,7,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 08:00",7.6,,,5,7.1,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-19 08:30",7.5,,,5,7.1,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 09:00",7.5,,,5,7.1,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-19 09:30",7.5,,,5,7.1,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-19 10:00",7.6,,,5,7,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-19 10:30",7.7,,,5,7.1,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 11:00",7.9,,,5,7.4,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-19 11:30",7.8,,,5,7.4,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-19 12:00",8,,,5,7.5,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-19 12:30",8,,,5,7.4,,,20,6.2,,,30
∞≠∏™(bgna3),"2015-04-19 13:00",7.9,,,5,7.5,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-19 13:30",8,,,5,7.5,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-19 14:00",8,,,5,7.4,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-19 14:30",8,,,5,7,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-19 15:00",8.1,,,5,6.8,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-19 15:30",8.1,,,5,7.1,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-19 16:00",8.1,,,5,7.7,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 16:30",8.1,,,5,8.1,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-19 17:00",8.1,,,5,7.7,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-19 17:30",8,,,5,7.6,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-19 18:00",8,,,5,7.6,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-19 18:30",7.9,,,5,7.5,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-19 19:00",7.9,,,5,7.4,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 19:30",7.8,,,5,6.9,,,20,5.6,,,30
∞≠∏™(bgna3),"2015-04-19 20:00",7.7,,,5,7,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-19 20:30",7.9,,,5,7.6,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-19 21:00",7.9,,,5,7.4,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-19 21:30",8,,,5,7.3,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-19 22:00",8,,,5,7.4,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-19 22:30",7.9,,,5,7.9,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-19 23:00",7.9,,,5,8.1,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-19 23:30",7.9,,,5,7.2,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-20 00:00",7.9,,,5,7.4,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-20 00:30",7.9,,,5,7.9,,,20,6.2,,,30
∞≠∏™(bgna3),"2015-04-20 01:00",7.9,,,5,7.9,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-20 01:30",7.9,,,5,8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-20 02:00",7.9,,,5,8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-20 02:30",7.9,,,5,8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-20 03:00",7.9,,,5,8,,,20,6.2,,,30
∞≠∏™(bgna3),"2015-04-20 03:30",7.9,,,5,8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-20 04:00",7.8,,,5,8,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-20 04:30",7.8,,,5,8.1,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-20 05:00",7.8,,,5,8,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-20 05:30",7.8,,,5,7.9,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-20 06:00",7.8,,,5,7.9,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-20 06:30",7.8,,,5,7.9,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-20 07:00",7.8,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 07:30",7.8,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 08:00",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 08:30",7.8,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 09:00",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 09:30",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 10:00",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 10:30",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 11:00",7.9,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 11:30",7.8,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 12:00",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-20 12:30",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-20 13:00",7.9,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 13:30",7.9,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 14:00",7.9,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 14:30",7.9,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 15:00",7.9,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 15:30",7.9,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 16:00",7.9,,,5,7.8,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-20 16:30",7.9,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 17:00",7.9,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 17:30",7.9,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 18:00",7.9,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 18:30",7.9,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 19:00",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 19:30",7.8,,,5,7.9,,,20,7.6,,,30
∞≠∏™(bgna3),"2015-04-20 20:00",7.8,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-20 20:30",7.8,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-20 21:00",7.8,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-20 21:30",7.8,,,5,7.8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-20 22:00",7.8,,,5,7.9,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-20 22:30",7.8,,,5,7.9,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-20 23:00",7.8,,,5,7.9,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-20 23:30",7.8,,,5,7.9,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-21 00:00",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 00:30",7.8,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 01:00",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 01:30",7.8,,,5,7.7,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-21 02:00",7.8,,,5,7.3,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-21 02:30",7.8,,,5,7.6,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-21 03:00",7.8,,,5,7.8,,,20,6.2,,,30
∞≠∏™(bgna3),"2015-04-21 03:30",7.8,,,5,7.8,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-21 04:00",7.8,,,5,7.7,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-21 04:30",7.8,,,5,7.8,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-21 05:00",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 05:30",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 06:00",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 06:30",7.8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 07:00",7.8,,,5,8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-21 07:30",7.9,,,5,7.8,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-21 08:00",7.8,,,5,8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 08:30",7.9,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 09:00",7.9,,,5,8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 09:30",7.9,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 10:00",8,,,5,7.8,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-21 10:30",8,,,5,7.9,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-21 11:00",8.1,,,5,8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 11:30",8.1,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 12:00",8.1,,,5,7.9,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-21 12:30",8.2,,,5,7.7,,,20,7,,,30
∞≠∏™(bgna3),"2015-04-21 13:00",8.3,,,5,7.7,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-21 13:30",8.3,,,5,7.7,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-21 14:00",8.3,,,5,7.7,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-21 14:30",8.3,,,5,7.8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-21 16:00",8.3,,,5,7.8,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-21 17:00",8.3,,,5,7.8,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-21 17:30",8.3,,,5,7.8,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-21 18:00",8.2,,,5,7.7,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-21 18:30",8.1,,,5,7.2,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-21 19:00",8.1,,,5,7.3,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-21 19:30",8.1,,,5,7.4,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-21 20:00",8,,,5,7.6,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-21 20:30",7.9,,,5,7.6,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-21 21:00",7.9,,,5,7.6,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-21 21:30",7.9,,,5,7.6,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-21 22:00",7.9,,,5,7.6,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-21 22:30",7.9,,,5,7.6,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-21 23:00",7.9,,,5,7.6,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-21 23:30",7.8,,,5,7.6,,,20,6.2,,,30
∞≠∏™(bgna3),"2015-04-22 00:00",7.8,,,5,7.6,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-22 00:30",7.8,,,5,7.6,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-22 01:00",7.8,,,5,7.6,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-22 01:30",7.8,,,5,7.6,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-22 02:00",7.7,,,5,7.5,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-22 02:30",7.8,,,5,7.5,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-22 03:00",7.7,,,5,7.5,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-22 03:30",7.7,,,5,7.5,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-22 04:00",7.6,,,5,7.5,,,20,6.2,,,30
∞≠∏™(bgna3),"2015-04-22 04:30",7.6,,,5,7.4,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-22 05:00",7.6,,,5,7.5,,,20,5.7,,,30
∞≠∏™(bgna3),"2015-04-22 05:30",7.6,,,5,7.5,,,20,5.4,,,30
∞≠∏™(bgna3),"2015-04-22 06:00",7.6,,,5,7.6,,,20,5.3,,,30
∞≠∏™(bgna3),"2015-04-22 06:30",7.7,,,5,7.6,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-22 07:00",7.7,,,5,7.8,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-22 07:30",7.8,,,5,7.8,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-22 08:00",7.8,,,5,7.8,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-22 08:30",7.8,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-22 09:00",7.8,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-22 09:30",7.9,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-22 10:00",8,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-22 10:30",7.9,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-22 11:00",7.9,,,5,7.8,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-22 11:30",8,,,5,7.8,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-22 12:00",8,,,5,7.8,,,20,7,,,30
∞≠∏™(bgna3),"2015-04-22 12:30",7.9,,,5,7.8,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-22 13:00",7.9,,,5,7.8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-22 13:30",7.9,,,5,7.8,,,20,7.5,,,30
∞≠∏™(bgna3),"2015-04-22 14:00",8.3,,,5,7.8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-22 14:30",8.3,,,5,7.8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-22 15:00",8.1,,,5,7.7,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-22 15:30",8.3,,,5,7.7,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-22 16:00",8.2,,,5,7.4,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-22 16:30",8.3,,,5,7.5,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-22 17:00",8.2,,,5,7.5,,,20,7,,,30
∞≠∏™(bgna3),"2015-04-22 17:30",8.2,,,5,7.5,,,20,7,,,30
∞≠∏™(bgna3),"2015-04-22 18:00",8.2,,,5,7.6,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-22 18:30",8.1,,,5,7.6,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-22 19:00",8,,,5,7.7,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-22 19:30",7.9,,,5,7.6,,,20,7,,,30
∞≠∏™(bgna3),"2015-04-22 20:00",7.9,,,5,7.5,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-22 20:30",8.1,,,5,7.6,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-22 21:00",8.1,,,5,7.4,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-22 21:30",8,,,5,7.6,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-22 22:00",7.9,,,5,7.6,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-22 22:30",7.8,,,5,7.5,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-22 23:00",7.7,,,5,7.6,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-22 23:30",7.9,,,5,7.6,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-23 00:00",7.9,,,5,7.5,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 00:30",7.8,,,5,7.4,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 01:00",7.8,,,5,7.4,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-23 01:30",7.8,,,5,7.5,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-23 02:00",7.8,,,5,7.5,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-23 02:30",7.8,,,5,7.6,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-23 03:00",8,,,5,7.9,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-23 03:30",7.9,,,5,7.8,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-23 04:00",7.9,,,5,7.8,,,20,7.3,,,30
∞≠∏™(bgna3),"2015-04-23 04:30",8.1,,,5,7.8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-23 05:00",8.1,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-23 05:30",8.2,,,5,8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-23 06:00",8.2,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-23 06:30",8.1,,,5,7.9,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-23 07:00",8.1,,,5,7.8,,,20,7.4,,,30
∞≠∏™(bgna3),"2015-04-23 07:30",7.9,,,5,7.7,,,20,7,,,30
∞≠∏™(bgna3),"2015-04-23 08:00",8,,,5,7.7,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-23 08:30",8.1,,,5,7.6,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-23 09:00",8,,,5,7.7,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-23 09:30",8,,,5,7.6,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-23 10:00",8.1,,,5,7.7,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-23 10:30",8.1,,,5,7.6,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-23 11:00",8.1,,,5,7.6,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-23 11:30",8.2,,,5,7.6,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-23 12:00",8.3,,,5,7.5,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-23 12:30",8.6,,,5,7.6,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-23 13:00",8.6,,,5,7.4,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-23 13:30",8.4,,,5,7,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-23 14:00",8.6,,,5,7.2,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-23 14:30",8.8,,,5,7.4,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-23 15:00",8.8,,,5,7.4,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-23 15:30",8.9,,,5,7.6,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-23 16:00",8.9,,,5,7.4,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-23 16:30",8.8,,,5,7.3,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-23 17:00",8.6,,,5,7.3,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 17:30",8.4,,,5,7.2,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 18:00",8.3,,,5,7.3,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-23 18:30",8.1,,,5,7.4,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 19:00",8.1,,,5,7.4,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-23 19:30",8,,,5,7.4,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-23 20:00",8,,,5,7.3,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 20:30",8,,,5,6.9,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-23 21:00",7.9,,,5,6.8,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-23 21:30",7.8,,,5,6.7,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-23 22:00",7.7,,,5,6.6,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-23 22:30",7.6,,,5,6.6,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-23 23:00",7.4,,,5,6.6,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-23 23:30",7.4,,,5,6.8,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-24 00:00",7.3,,,5,6.6,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-24 00:30",7.3,,,5,6.7,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-24 01:00",7.3,,,5,6.8,,,20,6.1,,,30
∞≠∏™(bgna3),"2015-04-24 01:30",7.3,,,5,6.6,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-24 02:00",7.3,,,5,6.6,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-24 02:30",7.3,,,5,6.3,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-24 03:00",7.4,,,5,6.2,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-24 03:30",7.3,,,5,6.1,,,20,5.9,,,30
∞≠∏™(bgna3),"2015-04-24 04:00",7.4,,,5,6,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-24 04:30",7.4,,,5,6,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-24 05:00",7.4,,,5,6,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-24 05:30",7.4,,,5,6,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-24 06:00",7.4,,,5,6,,,20,5.7,,,30
∞≠∏™(bgna3),"2015-04-24 06:30",7.3,,,5,6.4,,,20,5.7,,,30
∞≠∏™(bgna3),"2015-04-24 07:00",7.4,,,5,6.9,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-24 07:30",7.6,,,5,6.8,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-24 08:00",7.7,,,5,7.2,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-24 08:30",7.6,,,5,7.4,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-24 09:00",7.6,,,5,7.5,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-24 09:30",7.6,,,5,7.4,,,20,6.7,,,30
∞≠∏™(bgna3),"2015-04-24 10:00",7.8,,,5,7.4,,,20,6.8,,,30
∞≠∏™(bgna3),"2015-04-24 10:30",7.7,,,5,7.4,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-24 11:00",7.6,,,5,7.4,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-24 11:30",7.5,,,5,7.4,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-24 12:00",7.5,,,5,7.4,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-24 12:30",7.5,,,5,7.4,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-24 13:00",7.8,,,5,7.4,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-24 13:30",7.9,,,5,7.4,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-24 14:00",7.9,,,5,7.4,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-24 14:30",7.8,,,5,7.4,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-24 15:00",7.7,,,5,7.3,,,20,7.2,,,30
∞≠∏™(bgna3),"2015-04-24 15:30",7.6,,,5,7.3,,,20,7.1,,,30
∞≠∏™(bgna3),"2015-04-24 16:00",7.5,,,5,7.1,,,20,6.9,,,30
∞≠∏™(bgna3),"2015-04-24 16:30",7.4,,,5,6.8,,,20,6.6,,,30
∞≠∏™(bgna3),"2015-04-24 17:00",7.4,,,5,6.9,,,20,6.5,,,30
∞≠∏™(bgna3),"2015-04-24 17:30",7.3,,,5,6.9,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-24 18:00",7.4,,,5,7,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-24 18:30",7.4,,,5,6.8,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-24 19:00",7.3,,,5,6.4,,,20,5.7,,,30
∞≠∏™(bgna3),"2015-04-24 19:30",7.2,,,5,6.4,,,20,5.2,,,30
∞≠∏™(bgna3),"2015-04-24 20:00",7.3,,,5,6.3,,,20,5.1,,,30
∞≠∏™(bgna3),"2015-04-24 20:30",7.4,,,5,6.1,,,20,5.1,,,30
∞≠∏™(bgna3),"2015-04-24 21:00",7.4,,,5,6.4,,,20,5,,,30
∞≠∏™(bgna3),"2015-04-24 21:30",7.4,,,5,6.4,,,20,5,,,30
∞≠∏™(bgna3),"2015-04-24 22:00",7.4,,,5,6.9,,,20,5.1,,,30
∞≠∏™(bgna3),"2015-04-24 22:30",7.4,,,5,7.2,,,20,5.1,,,30
∞≠∏™(bgna3),"2015-04-24 23:00",7.4,,,5,7.1,,,20,5.3,,,30
∞≠∏™(bgna3),"2015-04-24 23:30",7.4,,,5,6.9,,,20,5.8,,,30
∞≠∏™(bgna3),"2015-04-25 00:00",7.3,,,5,6.8,,,20,6,,,30
∞≠∏™(bgna3),"2015-04-25 00:30",7.4,,,5,6.8,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-25 01:00",7.3,,,5,6.8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-25 01:30",7.1,,,5,6.8,,,20,6.4,,,30
∞≠∏™(bgna3),"2015-04-25 02:00",7.1,,,5,6.8,,,20,6.3,,,30
∞≠∏™(bgna3),"2015-04-25 02:30",7.1,,,5,6.8,,,20,6.4,,,30
